Proj_Own,Spread,Total,L3_Air_Yards,L3_Targets,L3_Rush_Att,L3_Pass_Air_Yards,L3_Pass_Att,L3_CPOE,L3_WOPR,L3_Target_Share,L3_Air_Yards_Share,L3_Rush_Share,Own
0.5,-7.5,48.5,18.33,2.33,0,0,0,0,0.14,6.2,6.4,0,0
0.8,10.5,51,53.33,3.67,0,0,0,0,0.28,11.2,15.6,0,0
1.2,-7.5,53,83,5.33,0,0,0,0,0.39,14.7,23.6,0,0
0.5,-9.5,47,0,0,0,0,0,0,0,0,0,0,0
23.9,20,49,18,7,0,0,0,0,0.59,31.8,16.2,0,42.23
8.4,10,47,72.33,6,0,0,0,0,0.59,25.3,30.2,0,17.77
7.4,-7.5,46,126.33,6.33,0,0,0,0,0.65,23.9,41.1,0,4.76
13.4,-7.5,48,144.67,8,0,0,0,0,0.76,30.2,43.3,0,15.55
1,-7,41.5,0,0,0,0,0,0,0,0,0,0,0
0.6,-3,44,-6,3,0,0,0,0,0.14,11.1,-4.5,0,0
2.2,8.5,50.5,26.33,5.33,1.33,0,0,0,0.3,15.4,10.1,7.2,0
0.6,3,44,60,4.67,0.33,0,0,0,0.37,12.9,25.3,5,0
13.3,1,54.5,86.67,5.33,0,0,0,0,0.58,18.2,43.5,0,13.33
2.8,3,43.5,102.67,9,0,0,0,0,0.72,26.2,46.2,0,2.38
0.7,-7,44,0,0,0,0,0,0,0,0,0,0,2.22
1.3,7,44.5,36,4,2,0,0,0,0.58,20,40.4,9.1,0
2.1,1,50,38.67,4.67,2.67,0,0,0,0.37,14.6,21.3,11.2,0
4.8,6.5,55,42.67,5.67,2.33,0,0,0,0.31,14,13.7,9.8,15.55
5.5,-3,52.5,41.33,7,0.67,0,0,0,0.36,17.1,14.4,5.4,10.26
2.5,8,48,30,7.33,0.67,0,0,0,0.34,17.5,10.7,5.8,0
11.1,-7.5,48.5,18.67,6,0.67,0,0,0,0.28,15.5,6.7,5.2,28.56
1.8,10.5,51,11.67,4.67,1,0,0,0,0.23,13.5,3.9,4.8,0
1.4,-7.5,53,21,3.33,1.33,0,0,0,0.21,10.6,6.5,5.2,0
0.8,2.5,42.5,0,0,0,0,0,0,0,0,0,0,0
3.6,7,51,129,10,0,0,0,0,0.61,24.4,34.7,0,2.22
1,3,51.5,75.5,6.5,0,0,0,0,0.41,17.2,22.3,0,0
0.2,2.5,46,56,5,0,0,0,0,0.31,13,17,0,0
0.9,-3,47,19.33,2.33,0,0,0,0,0.16,6.9,8.4,0,0
0.4,3,44,17.67,2,0,0,0,0,0.14,5.8,7.2,0,0
2.1,-9.5,55.5,44,2.67,0,0,0,0,0.18,6.9,10.7,0,2.38
0.1,2.5,42.5,0,0,0,0,0,0,0,0,0,0,0
0.2,4.5,42.5,9,1,0,0,0,0,0.06,2.8,2.9,0,0
0.1,2,45,10.67,1,0,0,0,0,0.07,2.9,3.6,0,0
0.1,-5.5,41,20.33,1.67,0,0,0,0,0.11,4.4,6.3,0,0
1.3,3,44,18.67,2.33,0,0,0,0,0.14,6.5,6.2,0,0
3.6,-1,46,22.33,4.33,0,0,0,0,0.25,12.8,8.1,0,0
0.1,2.5,42.5,0,0,0,0,0,0,0,0,0,0,0
0.2,4.5,42.5,25,3,0,0,0,0,0.18,8.3,7.9,0,0
2.6,2.5,46,29,3,0,0,0,0,0.22,9.5,10.8,0,0
1.7,-3.5,43.5,45,3.67,0,0,0,0,0.23,9.8,12.1,0,2.22
4.9,2,45,82,6.33,0.33,0,0,0,0.37,14.5,21.1,6.7,2.56
5,-5.5,41,91.67,5.67,0,0,0,0,0.43,14.7,30,0,2.22
2.8,6.5,46.5,110.33,6,0,0,0,0,0.48,15.6,35.2,0,0
5.3,3,44,85.33,7.33,0,0,0,0,0.42,16.8,24.7,0,2.22
4.8,-1,46,63,5.67,0,0,0,0,0.37,15.2,20.1,0,2.38
1.5,-7,49,0,0,0,0,0,0,0,0,0,0,0
1.2,13.5,47,0,0,1,323,40,1,0,0,0,3.7,0
0.4,1,45,0,0,0,0,0,0,0,0,0,0,0
0.4,3.5,49,10,3,0,0,0,0,0.21,12,3.7,0,0
0.7,-3,49.5,26.5,3,0,0,0,0,0.25,12.2,9.8,0,0
4.4,3.5,52.5,60.33,5,0,0,0,0,0.48,20.2,25.5,0,8.88
11.8,3.5,53,89.67,6.33,0,0,0,0,0.61,24,36.2,0,20.5
7.8,5.5,47,92.67,7,0,0,0,0,0.55,22.4,31.2,0,0
6.2,3,51.5,69,6.67,0,0,0,0,0.67,24.4,43.2,0,11.11
14.8,7,50,74,6,0,0,0,0,0.77,26.6,52.7,0,17.77
25.3,3,50,103.33,6.33,0,0,0,0,0.65,23,43.4,0,28.56
14.5,10.5,51,117,9.33,0,0,0,0,0.69,26.4,41.8,0,17.77
8.6,7,52.5,131.67,10,0.33,0,0,0,0.69,26,43.2,2.6,2.38
0.2,6,41,32,2,1,0,0,0,0.2,6.5,15.4,3.4,0
0.6,4,46.5,36.5,2.5,0.5,0,0,0,0.22,6.9,16.5,3.4,0
0.5,7.5,44,44,3,0.33,0,0,0,0.25,8.4,17.1,3.4,0
16.5,3,50,81.67,6,1,0,0,0,0.51,16.7,36.6,10,15.38
3.8,1,51,84.33,6.33,1.67,0,0,0,0.58,20.1,40.3,8,2.22
1.4,4,44,63.33,5.33,1.67,0,0,0,0.49,16.9,33.7,8,2.22
2.8,-14,44,46.67,4.67,0.67,0,0,0,0.4,15.8,22.6,6.1,2.22
4.8,6.5,45.5,73.33,7.67,0.33,0,0,0,0.48,19.7,26.3,5.6,2.22
9.7,-11,47,134,10.67,1,0,0,0,0.68,26.3,40.5,7.8,6.66
15,-5.5,41.5,0,0,0,0,0,0,0,0,0,0,26.66
2.2,7.5,46.5,-7,2,9,0,0,0,0.08,6.7,-2.8,27.3,0
1.1,7.5,45,1,2,11,0,0,0,0.1,6.3,0.2,41.9,0
0.7,-14.5,45,-1,2.33,10.33,0,0,0,0.1,7,-0.6,41.6,2.22
8.1,-7,45,0.33,3.33,11.67,0,0,0,0.13,8.5,-0.1,52.2,4.44
5.8,2,42.5,-8.33,4.33,11,0,0,0,0.15,12.5,-5.9,59.5,5.12
5.5,-1,44.5,-7.67,5,11,0,0,0,0.17,13.9,-5.6,58.4,4.44
2.6,3,43,-7,3.67,13.33,0,0,0,0.14,11.7,-5.3,56.7,8.88
7.2,2.5,46,-2,3,11.67,0,0,0,0.12,8.3,-1,52.7,4.44
11.3,2,48,-3.33,2.67,13,0,0,0,0.09,6.7,-1.4,57.6,6.66
0.1,7,47,0,0,0,0,0,0,0,0,0,0,0
0.1,-7.5,49.5,-1,1,0,0,0,0,0.06,4,-0.4,0,0
0.1,-14.5,45,4.67,1.67,0,0,0,0,0.12,6.5,3,0,0
0.3,12.5,49,11.33,2,0,0,0,0,0.15,8.1,4.9,0,0
0.8,-10.5,46.5,8,2.33,0.33,0,0,0,0.14,8.5,2.2,4.3,0
1,4,44,10,2.33,0.33,0,0,0,0.15,8.8,3.3,4.3,2.22
2.4,1,48,17.33,2.67,0.33,0,0,0,0.2,9.6,7.9,4.3,0
1.1,6,50.5,19,2,0.33,0,0,0,0.24,10,12.5,2.6,0
2.1,6,43.5,0,0,4,283,34,3,0,0,0,9.1,0
0.5,7.5,42.5,0,0,3.5,289.5,42,3,0,0,0,11.1,0
7,8,48,0,0,3.33,291,38,5.67,0,0,0,13.6,11.11
6.5,-3,44.5,0,0,4,320,36,4,0,0,0,15.2,2.22
9.3,-1,52.5,0,0,4,356.67,42,2,0,0,0,12.6,6.66
7.5,1,48.5,0,0,4.67,331.67,44,2.67,0,0,0,14.7,6.66
10.2,10,47,0,0,4,280.33,40.67,3.67,0,0,0,12.4,19.99
7.4,4.5,51,0,0,3.33,288.67,43,3,0,0,0,11.5,0
4.6,2.5,47,0,0,2.33,261,47,-1.33,0,0,0,8.9,0
8.1,1,49,0,0,1.33,294.33,54,-7.67,0,0,0,8,7.14
18.6,3,53,37,6,0,0,0,0,0.34,16.2,14.5,0,17.79
14.1,5.5,58,50.5,7.5,0.5,0,0,0,0.38,17.7,15.7,3.2,19.99
9.6,3.5,56.5,55.33,7,0.67,0,0,0,0.34,15.4,15.5,4.1,15.54
8.2,7.5,52,74.33,7.33,1,0,0,0,0.33,14,17.1,4.6,4.44
0.9,-1,44.5,101.67,9.33,0.33,0,0,0,0.56,21.5,33.8,5.6,0
0.9,-14,44,51.67,6.67,0.67,0,0,0,0.43,18.7,21.3,3.4,0
3,7,50,69.33,5.67,0.67,0,0,0,0.46,18.6,25.1,3.4,6.66
4.1,-3,44,82.33,7.33,0.67,0,0,0,0.46,19.4,24.4,6.9,2.38
9.6,-8.5,47,-7,2,25,0,0,0,0.06,6.2,-4.8,73.5,4.45
32.4,11,54.5,2.33,5.67,15.33,0,0,0,0.22,14.3,0.8,60.9,44.44
4.5,-7,46,-2,5,17.33,0,0,0,0.21,14.9,-2,60.6,4.44
7.6,20,49,3,5.33,14.67,0,0,0,0.26,17,0.7,50.4,0
8.5,10,51.5,-0.67,3.67,13.33,0,0,0,0.19,12.8,-0.2,43.7,4.44
3.1,-3.5,56,-4.33,3.33,8.33,0,0,0,0.1,7.4,-1.2,42.6,2.38
2.7,-7.5,51.5,-3.33,2.67,10,0,0,0,0.08,6,-1,51.9,0
1.3,-7.5,51.5,9.33,1.67,1.33,0,0,0,0.13,6.5,4.8,6.7,0
3.1,-1.5,48,0,0,0,0,0,0,0,0,0,0,0
0.2,3.5,50.5,11,1.5,0,0,0,0,0.1,4.7,4.5,0,0
0.4,-7.5,48,11.33,1.67,0,0,0,0,0.09,4.6,3.4,0,0
0.5,-8.5,47,0,0,12,0,0,0,0,0,0,31.6,0
1.9,6,43.5,-3.5,1.5,17.5,0,0,0,0.13,9.7,-2.6,41.9,2.22
0.2,7.5,42.5,-3,1.67,14.33,0,0,0,0.09,6.9,-1.6,39.5,0
1.7,8,48,-1,2,9.33,0,0,0,0.1,6.4,0.1,37.1,2.22
1.8,-3,44.5,-3,3,10.67,0,0,0,0.13,9,-0.4,39.8,0
2.5,-1,52.5,-6.33,2.33,10,0,0,0,0.07,5.8,-1.8,32.1,0
1.3,1,48.5,-3,3.67,9.33,0,0,0,0.13,8.8,-0.9,29.9,0
0.9,10,47,-0.33,2,7.67,0,0,0,0.11,7.3,-0.1,24,0
3.1,-5.5,41.5,0,0,0,0,0,0,0,0,0,0,0
3.4,-4.5,45,105.5,5,0.5,0,0,0,0.43,16.3,26.1,4,2.22
2.2,2.5,45.5,102.33,5.67,0.33,0,0,0,0.45,17.3,27.2,4,0
1.1,8,50,69.67,6.33,0,0,0,0,0.42,17.1,22.7,0,2.22
0.8,-7.5,43,48,4.33,0.33,0,0,0,0.3,11.9,16.8,4,0
1.4,-7.5,43,0,0,2,54.33,5.33,6,0,0,0,12,2.38
0.9,7.5,44,24.33,3,0,0,0,0,0.18,7.9,8.3,0,0
0.6,-10.5,46.5,83.67,3.67,0,0,0,0,0.3,10.3,21,0,0
1.3,6,41,100,8,0,0,0,0,0.61,25,34.2,0,0
0.1,-6,42.5,102,7.5,0,0,0,0,0.52,21.7,27.3,0,0
2.3,7,43.5,85.33,6.67,0,0,0,0,0.46,18.8,26,0,0
0.9,-7,46,75.33,6,0,0,0,0,0.47,19.6,25.5,0,0
1.4,-3,44.5,67.33,4.33,0,0,0,0,0.38,15.2,22,0,2.22
7,4.5,50,98,6.33,0,0,0,0,0.51,19.2,31.1,0,13.32
7.9,3.5,50.5,137.67,9.33,0,0,0,0,0.62,22.7,39.8,0,15.55
4.6,-4,46,163.33,10.67,0,0,0,0,0.63,23.1,40.1,0,2.22
0.1,-17,36.5,153.33,10,0,0,0,0,0.6,23.2,35.7,0,0
3.4,4,46,73.67,4.33,0,0,0,0,0.47,18,28.4,0,0
0.5,5.5,46.5,69,6,0,0,0,0,0.26,10.2,14.8,0,0
3,1,50,109.5,7.5,0,0,0,0,0.43,15.8,27.2,0,4.45
3.8,12.5,49,115,7.33,0.33,0,0,0,0.46,17.2,29.3,3.1,0
3.8,7.5,46,122,8,0.33,0,0,0,0.62,23,39,3.1,5.13
5.8,-4.5,50,99.33,7.67,0.67,0,0,0,0.58,22.7,33.7,3.2,0
10.6,-7.5,49.5,74,7,0.67,0,0,0,0.49,19.6,28.3,4,2.22
3.9,6.5,45.5,70.33,7.33,1.33,0,0,0,0.47,19,25.9,4.7,2.22
9,2,48,77.67,7.67,1,0,0,0,0.5,20,28.1,5.5,13.33
2.3,-6.5,45,120.33,9.33,0.67,0,0,0,0.62,24,36.5,6.2,0
4,10.5,43,103.67,8,0,0,0,0,0.53,21.6,29,0,0
2.9,-3,44,93.33,7.33,0,0,0,0,0.57,22.7,33.4,0,2.38
0.2,-7,45,1,1,14,0,0,0,0.06,3.6,0.8,35.9,0
0.5,-2.5,49,1,0.33,8,0,0,0,0.04,2,1.2,31.8,0
0.2,2,46,56,3,0,0,0,0,0.48,10.7,45.2,0,0
0.8,1.5,46.5,51,4,0.5,0,0,0,0.45,15,32.8,2.8,0
0.8,13.5,49.5,37.33,3,0.33,0,0,0,0.33,11.1,23.5,2.8,0
0.1,3,55,13.33,1.33,0,0,0,0,0.08,3.1,4.1,0,0
1.2,3.5,49.5,12.67,2,0,0,0,0,0.14,5.8,7.7,0,0
0.3,7,43.5,0,0,0,0,0,0,0,0,0,0,0
2.1,-3,44.5,51.5,6.5,0,0,0,0,0.42,21.7,14.1,0,4.45
2.1,1,54.5,5.5,2.5,1,0,0,0,0.1,6.2,1.4,8.7,8.89
11,-3,55,4.67,3.33,6.67,0,0,0,0.14,8.7,1.3,40.3,13.33
1.6,3,55,4.67,3.33,8.33,0,0,0,0.13,8.4,1.3,56.6,0
0.4,-3,55,49,6,0,0,0,0,0.35,14.6,18.1,0,0
1,-2.5,41.5,0,0,0,0,0,0,0,0,0,0,0
1.4,5.5,46.5,0,0,7.5,388.5,50.5,0.5,0,0,0,28.9,4.44
2.6,1,50,0,0,5,390.67,51,3.67,0,0,0,28.9,6.67
2.3,12.5,49,0,0,3,419.67,50.67,6.33,0,0,0,17.7,0
1.8,7.5,46,0,0,1.67,331,42,5.67,0,0,0,8.5,0
6,-4.5,50,0,0,2.33,314,38.33,1,0,0,0,7.8,6.67
8.6,-7.5,49.5,0,0,3.67,306.33,43,2,0,0,0,15.2,2.22
1.9,6.5,45.5,0,0,3.67,308,43,4.67,0,0,0,14.8,2.22
